2017-03-03:09:41,03/03/2017,09:41:00,a.m.,7,DATASET-GGY-WATERQ_OD
2012-07-05:02:12,05/07/2012,02:12:00,p.m.,7.3,DATASET-GGY-WATERQ_OD
2012-03-08:01:34,08/03/2012,01:34:00,p.m.,7.8,DATASET-GGY-WATERQ_OD
2011-11-08:11:41,08/11/2011,11:41:00,a.m.,4.9,DATASET-GGY-WATERQ_OD
2012-11-08:05:41,08/11/2012,05:41:00,p.m.,6.8,DATASET-GGY-WATERQ_OD
2016-11-10:08:15,10/11/2016,08:15:00,a.m.,7.1,DATASET-GGY-WATERQ_OD
2013-07-11:02:00,11/07/2013,02:00:00,p.m.,10.9,DATASET-GGY-WATERQ_OD
2011-07-12:04:30,12/07/2011,04:30:00,p.m.,9.9,DATASET-GGY-WATERQ_OD
2013-11-12:04:48,12/11/2013,04:48:00,p.m.,3.8,DATASET-GGY-WATERQ_OD
2012-05-22:02:00,22/05/2012,02:00:00,p.m.,9.9,DATASET-GGY-WATERQ_OD
2012-02-08:05:25,08/02/2012,05:25:00,p.m.,28.2,DATASET-PRN-WATERQ_Temp
2012-02-08:05:41,08/02/2012,05:41:00,p.m.,28.1,DATASET-PRN-WATERQ_Temp
2011-08-09:05:30,09/08/2011,05:30:00,p.m.,13.5,DATASET-PRN-WATERQ_Temp
2011-08-09:05:44,09/08/2011,05:44:00,p.m.,13.5,DATASET-PRN-WATERQ_Temp
2014-04-10:03:40,10/04/2014,03:40:00,p.m.,20.6,DATASET-PRN-WATERQ_Temp
2014-04-10:03:45,10/04/2014,03:45:00,p.m.,17.6,DATASET-PRN-WATERQ_Temp
2012-10-11:03:59,11/10/2012,03:59:00,p.m.,20,DATASET-PRN-WATERQ_Temp
2012-10-11:04:08,11/10/2012,04:08:00,p.m.,20,DATASET-PRN-WATERQ_Temp
2013-12-11:04:19,11/12/2013,04:19:00,p.m.,26.4,DATASET-PRN-WATERQ_Temp
2014-02-12:02:19,12/02/2014,02:19:00,p.m.,23,DATASET-PRN-WATERQ_Temp
2014-02-12:03:10,12/02/2014,03:10:00,p.m.,23.1,DATASET-PRN-WATERQ_Temp
2011-10-12:06:24,12/10/2011,06:24:00,p.m.,20,DATASET-PRN-WATERQ_Temp
2011-10-12:06:36,12/10/2011,06:36:00,p.m.,20,DATASET-PRN-WATERQ_Temp
2017-02-14:06:28,14/02/2017,06:28:00,p.m.,25.9,DATASET-PRN-WATERQ_Temp
2013-08-14:03:58,14/08/2013,03:58:00,p.m.,14.2,DATASET-PRN-WATERQ_Temp
2012-08-15:04:39,15/08/2012,04:39:00,p.m.,16.8,DATASET-PRN-WATERQ_Temp
2014-08-20:02:55,20/08/2014,02:55:00,p.m.,15.8,DATASET-PRN-WATERQ_Temp
2012-06-28:05:02,28/06/2012,05:02:00,p.m.,16.2,DATASET-PRN-WATERQ_Temp
2012-06-28:05:12,28/06/2012,05:12:00,p.m.,16.2,DATASET-PRN-WATERQ_Temp
2017-03-03:09:41,03/03/2017,09:41:00,a.m.,7.1,DATASET-GGY-WATERQ_pH
2012-07-05:02:12,05/07/2012,02:12:00,p.m.,7.7,DATASET-GGY-WATERQ_pH
2012-03-08:01:34,08/03/2012,01:34:00,p.m.,7.8,DATASET-GGY-WATERQ_pH
2011-11-08:11:41,08/11/2011,11:41:00,a.m.,8.4,DATASET-GGY-WATERQ_pH
2016-11-10:08:15,10/11/2016,08:15:00,a.m.,7.3,DATASET-GGY-WATERQ_pH
2017-01-12:09:48,12/01/2017,09:48:00,a.m.,6.5,DATASET-GGY-WATERQ_pH
2011-07-12:04:30,12/07/2011,04:30:00,p.m.,7.6,DATASET-GGY-WATERQ_pH
2016-07-13:11:15,13/07/2016,11:15:00,a.m.,7.2,DATASET-GGY-WATERQ_pH
2012-05-22:02:00,22/05/2012,02:00:00,p.m.,7.6,DATASET-GGY-WATERQ_pH
2012-02-08:05:25,08/02/2012,05:25:00,p.m.,136.211,DATASET-PRN-WATERQ_Cond25
2012-02-08:05:41,08/02/2012,05:41:00,p.m.,135.949,DATASET-PRN-WATERQ_Cond25
2011-08-09:05:30,09/08/2011,05:30:00,p.m.,156.195,DATASET-PRN-WATERQ_Cond25
2011-08-09:05:44,09/08/2011,05:44:00,p.m.,155.971,DATASET-PRN-WATERQ_Cond25
2014-04-10:03:40,10/04/2014,03:40:00,p.m.,209.33,DATASET-PRN-WATERQ_Cond25
2014-04-10:03:45,10/04/2014,03:45:00,p.m.,238.44,DATASET-PRN-WATERQ_Cond25
2012-10-11:03:59,11/10/2012,03:59:00,p.m.,275.33,DATASET-PRN-WATERQ_Cond25
2012-10-11:04:08,11/10/2012,04:08:00,p.m.,275.289,DATASET-PRN-WATERQ_Cond25
2013-12-11:04:19,11/12/2013,04:19:00,p.m.,168.7,DATASET-PRN-WATERQ_Cond25
2014-02-12:02:19,12/02/2014,02:19:00,p.m.,249.27,DATASET-PRN-WATERQ_Cond25
2014-02-12:03:10,12/02/2014,03:10:00,p.m.,240.43,DATASET-PRN-WATERQ_Cond25
2011-10-12:06:24,12/10/2011,06:24:00,p.m.,202,DATASET-PRN-WATERQ_Cond25
2011-10-12:06:36,12/10/2011,06:36:00,p.m.,201.28,DATASET-PRN-WATERQ_Cond25
2017-02-14:06:28,14/02/2017,06:28:00,p.m.,269.23,DATASET-PRN-WATERQ_Cond25
2013-08-14:03:58,14/08/2013,03:58:00,p.m.,114.44,DATASET-PRN-WATERQ_Cond25
2012-08-15:04:39,15/08/2012,04:39:00,p.m.,160.14,DATASET-PRN-WATERQ_Cond25
2014-08-20:02:55,20/08/2014,02:55:00,p.m.,127.558,DATASET-PRN-WATERQ_Cond25
2012-06-28:05:02,28/06/2012,05:02:00,p.m.,156.963,DATASET-PRN-WATERQ_Cond25
2012-06-28:05:12,28/06/2012,05:12:00,p.m.,156.213,DATASET-PRN-WATERQ_Cond25
2013-08-01:03:48,01/08/2013,03:48:00,p.m.,88.66,DATASET-PGY-WATERQ_Cond
2013-08-01:04:24,01/08/2013,04:24:00,p.m.,89.2,DATASET-PGY-WATERQ_Cond
2013-08-01:04:46,01/08/2013,04:46:00,p.m.,88.7,DATASET-PGY-WATERQ_Cond
2013-08-01:05:07,01/08/2013,05:07:00,p.m.,89.05,DATASET-PGY-WATERQ_Cond
2014-06-02:01:30,02/06/2014,01:30:00,p.m.,84.25,DATASET-PGY-WATERQ_Cond
2014-06-02:12:45,02/06/2014,12:45:00,p.m.,91.5,DATASET-PGY-WATERQ_Cond
2012-11-02:10:45,02/11/2012,10:45:00,a.m.,132.79,DATASET-PGY-WATERQ_Cond
2012-11-02:11:15,02/11/2012,11:15:00,a.m.,133.02,DATASET-PGY-WATERQ_Cond
2012-11-02:11:33,02/11/2012,11:33:00,a.m.,132.3,DATASET-PGY-WATERQ_Cond
2012-11-02:11:56,02/11/2012,11:56:00,a.m.,178.29,DATASET-PGY-WATERQ_Cond
2012-01-05:05:55,05/01/2012,05:55:00,p.m.,187.12,DATASET-PGY-WATERQ_Cond
2013-02-05:06:32,05/02/2013,06:32:00,p.m.,175.79,DATASET-PGY-WATERQ_Cond
2013-02-05:06:58,05/02/2013,06:58:00,p.m.,175.43,DATASET-PGY-WATERQ_Cond
2013-02-05:07:18,05/02/2013,07:18:00,p.m.,176.27,DATASET-PGY-WATERQ_Cond
2013-02-05:07:36,05/02/2013,07:36:00,p.m.,178.09,DATASET-PGY-WATERQ_Cond
2014-08-07:11:30,07/08/2014,11:30:00,a.m.,84.2,DATASET-PGY-WATERQ_Cond
2014-08-07:11:50,07/08/2014,11:50:00,a.m.,86.45,DATASET-PGY-WATERQ_Cond
2011-08-16:05:38,16/08/2011,05:38:00,p.m.,70.23,DATASET-PGY-WATERQ_Cond
2011-08-16:05:58,16/08/2011,05:58:00,p.m.,73.1,DATASET-PGY-WATERQ_Cond
2011-08-16:06:18,16/08/2011,06:18:00,p.m.,76.55,DATASET-PGY-WATERQ_Cond
2012-06-20:02:20,20/06/2012,02:20:00,p.m.,142.07,DATASET-PGY-WATERQ_Cond
2012-06-20:02:38,20/06/2012,02:38:00,p.m.,142.11,DATASET-PGY-WATERQ_Cond
2012-06-20:02:57,20/06/2012,02:57:00,p.m.,142.18,DATASET-PGY-WATERQ_Cond
2012-06-20:03:15,20/06/2012,03:15:00,p.m.,142.27,DATASET-PGY-WATERQ_Cond
2011-02-22:01:01,22/02/2011,01:01:00,p.m.,88.77,DATASET-PGY-WATERQ_Cond
2011-02-22:01:35,22/02/2011,01:35:00,p.m.,89.94,DATASET-PGY-WATERQ_Cond
2011-02-22:01:56,22/02/2011,01:56:00,p.m.,91.26,DATASET-PGY-WATERQ_Cond
2011-02-22:02:05,22/02/2011,02:05:00,p.m.,90.49,DATASET-PGY-WATERQ_Cond
2013-04-22:06:29,22/04/2013,06:29:00,p.m.,88.21,DATASET-PGY-WATERQ_Cond
2013-04-22:06:50,22/04/2013,06:50:00,p.m.,88,DATASET-PGY-WATERQ_Cond
2012-08-22:05:07,22/08/2012,05:07:00,p.m.,143,DATASET-PGY-WATERQ_Cond
2012-08-22:05:25,22/08/2012,05:25:00,p.m.,143.98,DATASET-PGY-WATERQ_Cond
2012-08-22:05:47,22/08/2012,05:47:00,p.m.,144,DATASET-PGY-WATERQ_Cond
2013-11-26:01:03,26/11/2013,01:03:00,p.m.,125.73,DATASET-PGY-WATERQ_Cond
2013-11-26:12:28,26/11/2013,12:28:00,p.m.,125.65,DATASET-PGY-WATERQ_Cond
2012-02-08:05:25,08/02/2012,05:25:00,p.m.,7.6,DATASET-PRN-WATERQ_OD
2012-02-08:05:41,08/02/2012,05:41:00,p.m.,7.6,DATASET-PRN-WATERQ_OD
2011-08-09:05:30,09/08/2011,05:30:00,p.m.,9.3,DATASET-PRN-WATERQ_OD
2011-08-09:05:44,09/08/2011,05:44:00,p.m.,9.1,DATASET-PRN-WATERQ_OD
2014-04-10:03:40,10/04/2014,03:40:00,p.m.,7.7,DATASET-PRN-WATERQ_OD
2014-04-10:03:45,10/04/2014,03:45:00,p.m.,8.1,DATASET-PRN-WATERQ_OD
2012-10-11:03:59,11/10/2012,03:59:00,p.m.,8.3,DATASET-PRN-WATERQ_OD
2012-10-11:04:08,11/10/2012,04:08:00,p.m.,8.1,DATASET-PRN-WATERQ_OD
2013-12-11:04:19,11/12/2013,04:19:00,p.m.,8,DATASET-PRN-WATERQ_OD
2014-02-12:02:19,12/02/2014,02:19:00,p.m.,7.5,DATASET-PRN-WATERQ_OD
2014-02-12:03:10,12/02/2014,03:10:00,p.m.,8.1,DATASET-PRN-WATERQ_OD
2011-10-12:06:24,12/10/2011,06:24:00,p.m.,9.6,DATASET-PRN-WATERQ_OD
2011-10-12:06:36,12/10/2011,06:36:00,p.m.,9.4,DATASET-PRN-WATERQ_OD
2017-02-14:06:28,14/02/2017,06:28:00,p.m.,7.3,DATASET-PRN-WATERQ_OD
2013-08-14:03:58,14/08/2013,03:58:00,p.m.,9.5,DATASET-PRN-WATERQ_OD
2012-08-15:04:39,15/08/2012,04:39:00,p.m.,9.5,DATASET-PRN-WATERQ_OD
2014-08-20:02:55,20/08/2014,02:55:00,p.m.,8,DATASET-PRN-WATERQ_OD
2012-06-28:05:02,28/06/2012,05:02:00,p.m.,9.1,DATASET-PRN-WATERQ_OD
2012-06-28:05:12,28/06/2012,05:12:00,p.m.,9.5,DATASET-PRN-WATERQ_OD
2017-03-03:09:41,03/03/2017,09:41:00,a.m.,108.47,DATASET-GGY-WATERQ_Cond25
2012-07-05:02:12,05/07/2012,02:12:00,p.m.,543.3,DATASET-GGY-WATERQ_Cond25
2012-03-08:01:34,08/03/2012,01:34:00,p.m.,82.6,DATASET-GGY-WATERQ_Cond25
2011-11-08:11:41,08/11/2011,11:41:00,a.m.,94.2,DATASET-GGY-WATERQ_Cond25
2012-11-08:05:41,08/11/2012,05:41:00,p.m.,82.523,DATASET-GGY-WATERQ_Cond25
2016-11-10:08:15,10/11/2016,08:15:00,a.m.,62.96,DATASET-GGY-WATERQ_Cond25
2013-07-11:02:00,11/07/2013,02:00:00,p.m.,490.33,DATASET-GGY-WATERQ_Cond25
2017-01-12:09:48,12/01/2017,09:48:00,a.m.,118.33,DATASET-GGY-WATERQ_Cond25
2011-07-12:04:30,12/07/2011,04:30:00,p.m.,135.8,DATASET-GGY-WATERQ_Cond25
2013-11-12:04:48,12/11/2013,04:48:00,p.m.,106.23,DATASET-GGY-WATERQ_Cond25
2016-07-13:11:15,13/07/2016,11:15:00,a.m.,100.7,DATASET-GGY-WATERQ_Cond25
2012-05-22:02:00,22/05/2012,02:00:00,p.m.,136.8,DATASET-GGY-WATERQ_Cond25
2012-02-08:05:25,08/02/2012,05:25:00,p.m.,7.2,DATASET-PRN-WATERQ_pH
2012-02-08:05:41,08/02/2012,05:41:00,p.m.,7.7,DATASET-PRN-WATERQ_pH
2011-08-09:05:30,09/08/2011,05:30:00,p.m.,7.6,DATASET-PRN-WATERQ_pH
2011-08-09:05:44,09/08/2011,05:44:00,p.m.,7.6,DATASET-PRN-WATERQ_pH
2014-04-10:03:40,10/04/2014,03:40:00,p.m.,7.1,DATASET-PRN-WATERQ_pH
2014-04-10:03:45,10/04/2014,03:45:00,p.m.,7.3,DATASET-PRN-WATERQ_pH
2013-12-11:04:19,11/12/2013,04:19:00,p.m.,7.3,DATASET-PRN-WATERQ_pH
2014-02-12:02:19,12/02/2014,02:19:00,p.m.,7.4,DATASET-PRN-WATERQ_pH
2014-02-12:03:10,12/02/2014,03:10:00,p.m.,7.4,DATASET-PRN-WATERQ_pH
2011-10-12:06:24,12/10/2011,06:24:00,p.m.,7.6,DATASET-PRN-WATERQ_pH
2011-10-12:06:36,12/10/2011,06:36:00,p.m.,7.6,DATASET-PRN-WATERQ_pH
2017-02-14:06:28,14/02/2017,06:28:00,p.m.,7.5,DATASET-PRN-WATERQ_pH
2012-08-15:04:39,15/08/2012,04:39:00,p.m.,7.4,DATASET-PRN-WATERQ_pH
2012-06-28:05:02,28/06/2012,05:02:00,p.m.,7.4,DATASET-PRN-WATERQ_pH
2012-06-28:05:12,28/06/2012,05:12:00,p.m.,7.4,DATASET-PRN-WATERQ_pH
2013-08-01:03:48,01/08/2013,03:48:00,p.m.,98.23,DATASET-PGY-WATERQ_Cond25
2013-08-01:04:24,01/08/2013,04:24:00,p.m.,98.43,DATASET-PGY-WATERQ_Cond25
2013-08-01:04:46,01/08/2013,04:46:00,p.m.,98.4,DATASET-PGY-WATERQ_Cond25
2013-08-01:05:07,01/08/2013,05:07:00,p.m.,98.55,DATASET-PGY-WATERQ_Cond25
2017-02-02:07:08,02/02/2017,07:08:00,p.m.,135.07,DATASET-PGY-WATERQ_Cond25
2014-06-02:01:30,02/06/2014,01:30:00,p.m.,95.88,DATASET-PGY-WATERQ_Cond25
2014-06-02:12:45,02/06/2014,12:45:00,p.m.,105.97,DATASET-PGY-WATERQ_Cond25
2012-11-02:10:45,02/11/2012,10:45:00,a.m.,123.312,DATASET-PGY-WATERQ_Cond25
2012-11-02:11:15,02/11/2012,11:15:00,a.m.,122.463,DATASET-PGY-WATERQ_Cond25
2012-11-02:11:33,02/11/2012,11:33:00,a.m.,121.737,DATASET-PGY-WATERQ_Cond25
2012-11-02:11:56,02/11/2012,11:56:00,a.m.,164.741,DATASET-PGY-WATERQ_Cond25
2012-01-05:05:55,05/01/2012,05:55:00,p.m.,170.88,DATASET-PGY-WATERQ_Cond25
2013-02-05:06:32,05/02/2013,06:32:00,p.m.,157.73,DATASET-PGY-WATERQ_Cond25
2013-02-05:06:58,05/02/2013,06:58:00,p.m.,157.47,DATASET-PGY-WATERQ_Cond25
2013-02-05:07:18,05/02/2013,07:18:00,p.m.,158.38,DATASET-PGY-WATERQ_Cond25
2013-02-05:07:36,05/02/2013,07:36:00,p.m.,160.11,DATASET-PGY-WATERQ_Cond25
2014-08-07:11:30,07/08/2014,11:30:00,a.m.,95.82,DATASET-PGY-WATERQ_Cond25
2014-08-07:11:50,07/08/2014,11:50:00,a.m.,97.09,DATASET-PGY-WATERQ_Cond25
2016-11-08:05:00,08/11/2016,05:00:00,p.m.,194,DATASET-PGY-WATERQ_Cond25
2016-12-15:10:30,15/12/2016,10:30:00,a.m.,144.78,DATASET-PGY-WATERQ_Cond25
2011-08-16:05:38,16/08/2011,05:38:00,p.m.,73.675,DATASET-PGY-WATERQ_Cond25
2011-08-16:05:58,16/08/2011,05:58:00,p.m.,76.64,DATASET-PGY-WATERQ_Cond25
2011-08-16:06:18,16/08/2011,06:18:00,p.m.,80.268,DATASET-PGY-WATERQ_Cond25
2016-08-18:11:53,18/08/2016,11:53:00,a.m.,120.89,DATASET-PGY-WATERQ_Cond25
2012-06-20:02:20,20/06/2012,02:20:00,p.m.,155.395,DATASET-PGY-WATERQ_Cond25
2012-06-20:02:38,20/06/2012,02:38:00,p.m.,155.373,DATASET-PGY-WATERQ_Cond25
2012-06-20:02:57,20/06/2012,02:57:00,p.m.,155.389,DATASET-PGY-WATERQ_Cond25
2012-06-20:03:15,20/06/2012,03:15:00,p.m.,155.521,DATASET-PGY-WATERQ_Cond25
2011-02-22:01:01,22/02/2011,01:01:00,p.m.,81.38,DATASET-PGY-WATERQ_Cond25
2011-02-22:01:35,22/02/2011,01:35:00,p.m.,82.385,DATASET-PGY-WATERQ_Cond25
2011-02-22:01:56,22/02/2011,01:56:00,p.m.,83.551,DATASET-PGY-WATERQ_Cond25
2011-02-22:02:05,22/02/2011,02:05:00,p.m.,82.824,DATASET-PGY-WATERQ_Cond25
2013-04-22:06:29,22/04/2013,06:29:00,p.m.,88,DATASET-PGY-WATERQ_Cond25
2013-04-22:06:50,22/04/2013,06:50:00,p.m.,88,DATASET-PGY-WATERQ_Cond25
2012-08-22:05:07,22/08/2012,05:07:00,p.m.,145.01,DATASET-PGY-WATERQ_Cond25
2012-08-22:05:25,22/08/2012,05:25:00,p.m.,146,DATASET-PGY-WATERQ_Cond25
2012-08-22:05:47,22/08/2012,05:47:00,p.m.,146,DATASET-PGY-WATERQ_Cond25
2016-09-22:09:15,22/09/2016,09:15:00,a.m.,171.35,DATASET-PGY-WATERQ_Cond25
2013-11-26:01:03,26/11/2013,01:03:00,p.m.,117,DATASET-PGY-WATERQ_Cond25
2013-11-26:12:28,26/11/2013,12:28:00,p.m.,117,DATASET-PGY-WATERQ_Cond25
2013-08-01:03:48,01/08/2013,03:48:00,p.m.,19.9,DATASET-PGY-WATERQ_Temp
2013-08-01:04:24,01/08/2013,04:24:00,p.m.,20.1,DATASET-PGY-WATERQ_Temp
2013-08-01:04:46,01/08/2013,04:46:00,p.m.,19.9,DATASET-PGY-WATERQ_Temp
2013-08-01:05:07,01/08/2013,05:07:00,p.m.,20,DATASET-PGY-WATERQ_Temp
2017-02-02:07:08,02/02/2017,07:08:00,p.m.,26.5,DATASET-PGY-WATERQ_Temp
2014-06-02:01:30,02/06/2014,01:30:00,p.m.,18.6,DATASET-PGY-WATERQ_Temp
2014-06-02:12:45,02/06/2014,12:45:00,p.m.,17.9,DATASET-PGY-WATERQ_Temp
2012-11-02:10:45,02/11/2012,10:45:00,a.m.,29,DATASET-PGY-WATERQ_Temp
2012-11-02:11:15,02/11/2012,11:15:00,a.m.,29.5,DATASET-PGY-WATERQ_Temp
2012-11-02:11:33,02/11/2012,11:33:00,a.m.,29.5,DATASET-PGY-WATERQ_Temp
2012-11-02:11:56,02/11/2012,11:56:00,a.m.,29.3,DATASET-PGY-WATERQ_Temp
2012-01-05:05:55,05/01/2012,05:55:00,p.m.,30,DATASET-PGY-WATERQ_Temp
2013-02-05:06:32,05/02/2013,06:32:00,p.m.,31,DATASET-PGY-WATERQ_Temp
2013-02-05:06:58,05/02/2013,06:58:00,p.m.,31,DATASET-PGY-WATERQ_Temp
2013-02-05:07:18,05/02/2013,07:18:00,p.m.,30.9,DATASET-PGY-WATERQ_Temp
2013-02-05:07:36,05/02/2013,07:36:00,p.m.,30.9,DATASET-PGY-WATERQ_Temp
2014-08-07:11:30,07/08/2014,11:30:00,a.m.,18.6,DATASET-PGY-WATERQ_Temp
2014-08-07:11:50,07/08/2014,11:50:00,a.m.,19.3,DATASET-PGY-WATERQ_Temp
2016-11-08:05:00,08/11/2016,05:00:00,p.m.,26,DATASET-PGY-WATERQ_Temp
2016-12-15:10:30,15/12/2016,10:30:00,a.m.,27.6,DATASET-PGY-WATERQ_Temp
2011-08-16:05:38,16/08/2011,05:38:00,p.m.,22.5,DATASET-PGY-WATERQ_Temp
2011-08-16:05:58,16/08/2011,05:58:00,p.m.,22.6,DATASET-PGY-WATERQ_Temp
2011-08-16:06:18,16/08/2011,06:18:00,p.m.,22.6,DATASET-PGY-WATERQ_Temp
2016-08-18:11:53,18/08/2016,11:53:00,a.m.,20.1,DATASET-PGY-WATERQ_Temp
2012-06-20:02:20,20/06/2012,02:20:00,p.m.,20.5,DATASET-PGY-WATERQ_Temp
2012-06-20:02:38,20/06/2012,02:38:00,p.m.,20.5,DATASET-PGY-WATERQ_Temp
2012-06-20:02:57,20/06/2012,02:57:00,p.m.,20.5,DATASET-PGY-WATERQ_Temp
2012-06-20:03:15,20/06/2012,03:15:00,p.m.,20.5,DATASET-PGY-WATERQ_Temp
2011-02-22:01:01,22/02/2011,01:01:00,p.m.,29.8,DATASET-PGY-WATERQ_Temp
2011-02-22:01:35,22/02/2011,01:35:00,p.m.,29.8,DATASET-PGY-WATERQ_Temp
2011-02-22:01:56,22/02/2011,01:56:00,p.m.,29.8,DATASET-PGY-WATERQ_Temp
2011-02-22:02:05,22/02/2011,02:05:00,p.m.,29.8,DATASET-PGY-WATERQ_Temp
2013-04-22:06:29,22/04/2013,06:29:00,p.m.,25.1,DATASET-PGY-WATERQ_Temp
2013-04-22:06:50,22/04/2013,06:50:00,p.m.,25.1,DATASET-PGY-WATERQ_Temp
2012-08-22:05:07,22/08/2012,05:07:00,p.m.,24.2,DATASET-PGY-WATERQ_Temp
2012-08-22:05:25,22/08/2012,05:25:00,p.m.,24.2,DATASET-PGY-WATERQ_Temp
2012-08-22:05:47,22/08/2012,05:47:00,p.m.,24.2,DATASET-PGY-WATERQ_Temp
2016-09-22:09:15,22/09/2016,09:15:00,a.m.,24.9,DATASET-PGY-WATERQ_Temp
2013-11-26:01:03,26/11/2013,01:03:00,p.m.,28.8,DATASET-PGY-WATERQ_Temp
2013-11-26:12:28,26/11/2013,12:28:00,p.m.,28.9,DATASET-PGY-WATERQ_Temp
2012-02-08:05:25,08/02/2012,05:25:00,p.m.,211.8,DATASET-PRN-WATERQ_Redox
2012-02-08:05:41,08/02/2012,05:41:00,p.m.,152.4,DATASET-PRN-WATERQ_Redox
2011-08-09:05:30,09/08/2011,05:30:00,p.m.,110.6,DATASET-PRN-WATERQ_Redox
2011-08-09:05:44,09/08/2011,05:44:00,p.m.,102,DATASET-PRN-WATERQ_Redox
